"prodfra_2009","prodfra_2010","prodfra_2011","prodfra_2012","prodfra_2013","prodfra_2014","prodfra_2015","prodfra_2016","prodfra_2017","prodfra_2018","prodfra_2019","prodfra_2020","prodfra_2021","get(prodfra_yr)","prodfra_plus"
"25941113","25941113","25941113","25941113","25941113","25941113","25941113","25941113","25941128","25941128","25941128","25941128","25941128","25941128","25941116"
"25941113","25941113","25941113","25941113","25941113","25941113","25941113","25941113","25941132","25941132","25941132","25941132","25941132","25941132","25941116"
"25941113","25941113","25941113","25941113","25941113","25941113","25941113","25941113","25941134","25941134","25941134","25941134","25941134","25941134","25941116"
"25941113","25941113","25941113","25941113","25941113","25941113","25941113","25941113","25941138","25941138","25941138","25941138","25941138","25941138","25941116"
"25941183","25941183","25941183","25941183","25941183","25941183","25941183","25941183","25941184","25941184","25941184","25941184","25941184","25941184","25941184"
"25941183","25941183","25941183","25941183","25941183","25941183","25941183","25941183","25941186","25941186","25941186","25941186","25941186","25941186","25941184"
"25991223","25991223","25991223","25991225","25991225","25991225","25991225","25991225","25991225","25991225","25991225","25991225","25991225","25991225","25991225"
"25991229","25991229","25991229","25991225","25991225","25991225","25991225","25991225","25991225","25991225","25991225","25991225","25991225","25991225","25991225"
"25991243","25991243","25991243","25991245","25991245","25991245","25991245","25991245","25991245","25991245","25991245","25991245","25991245","25991245","25991245"
"25991249","25991249","25991249","25991245","25991245","25991245","25991245","25991245","25991245","25991245","25991245","25991245","25991245","25991245","25991245"
"30204070","25992910","25992910","25992910","25992910","25992910","25992910","25992910","25992910","25992910","25992910","25992910","25992910","25992910","25992910"
NA,NA,"25992927","25992945","25992945","25992945","25992945","25992945","25992945","25992945","25992945","25992945","25992945","25992945","28231000"
"25992949","25992949","25992949","25992945","25992945","25992945","25992945","25992945","25992945","25992945","25992945","25992945","25992945","25992945","28231000"
"25992963","25992963","25992960","25992960","25992960","25992960","25992960","25992960","25992960","25992960","25992960","25992960","25992960","25992960","25992960"
"25992967","25992967","25992960","25992960","25992960","25992960","25992960","25992960","25992960","25992960","25992960","25992960","25992960","25992960","25992960"
"25992971","25992971","25992972","25992972","25992972","25992972","25992972","25992972","25992972","25992972","25992972","25992972","25992972","25992972","25992972"
"25992973","25992973","25992972","25992972","25992972","25992972","25992972","25992972","25992972","25992972","25992972","25992972","25992972","25992972","25992972"
"25992975","25992975","25992974","25992974","25992974","25992974","25992974","25992974","25992974","25992974","25992974","25992974","25992974","25992974","25992974"
"25992976","25992976","25992974","25992974","25992974","25992974","25992974","25992974","25992974","25992974","25992974","25992974","25992974","25992974","25992974"
"25992977","25992977","25992974","25992974","25992974","25992974","25992974","25992974","25992974","25992974","25992974","25992974","25992974","25992974","25992974"
NA,NA,NA,NA,NA,"","26119100","26119100","26119100","26119100","26119100","26119100","26119100","26119100","28231000"
NA,NA,NA,NA,NA,"","26119100","26129110","26129110","26129110","26129110","26129110","26129110","26129110","28231000"
NA,NA,NA,NA,NA,"","26129100","26129120","26129120","26129120","26129120","26129120","26129120","26129120","28231000"
"26201640","26201640","26201640","26201640","26201640","26201640","26201640","26201640","26201640","26201640","26201610","26201610","26201610","26201610","26201610"
"26201640","26201640","26201640","26201640","26201640","26201640","26201640","26201640","26201640","26201640","26201620","26201620","26201620","26201620","26201610"
"26518100","26518100","26518100","26518100","26518100","26518100","26518100","26518100","26518100","26518100","26304065","26304065","26304065","26304065","26304065"
NA,"","26306000","26306000","26306000","26306000","26306000","26306000","26306000","26306000","26306000","26306000","26306000","26306000","28231000"
"26518100","26518100","26518100","26518100","26518100","26518100","26518100","26518100","26518100","26518100","26405190","26405190","26405190","26405190","26304065"
"26512050","26512050","26512050","26512050","26512050","26512050","26512050","26512050","26512050","26512050","26511190","26511190","26511190","26511190","26511190"
"26512050","26512050","26512050","26512050","26512050","26512050","26512050","26512050","26512050","26512050","26512060","26512060","26512060","26512060","26511190"
"26515390","26515390","26515390","26515390","26515390","26515390","26515390","26515395","26515395","26515395","26515395","26515395","26515395","26515395","26515395"
"26516650","26516650","26516650","26516650","26516650","26516650","26516650","26516650","26516690","26516690","26516690","26516690","26516690","26516690","26516690"
"26516689","26516689","26516689","26516689","26516689","26516689","26516689","26516689","26516690","26516690","26516690","26516690","26516690","26516690","26516690"
"26518100","26518100","26518100","26518100","26518100","26518100","26518100","26518100","26518100","26518100","26518110","26518110","26518110","26518110","26304065"
"26518200","26518200","26518200","26518200","26518200","26518200","26518200","26518200","26518200","26518200","26518200","26518200","26518200","26518200","26518200"
"26518520","26518520","26518520","26518520","26518520","26518520","26518520","26518530","26518530","26518530","26518530","26518530","26518530","26518530","26518530"
"26522100","26522100","26522100","26522100","26522100","26522100","26522100","26522110","26522110","26522110","26522110","26522110","26522110","26522110","26522110"
"26522200","26522200","26522200","26522200","26522200","26522200","26522200","26522110","26522110","26522110","26522110","26522110","26522110","26522110","26522110"
"26701700","26701700","26701700","26701700","26701700","26701700","26701700","26701910","26701910","26701910","26701910","26701910","26701910","26701910","28231000"
"26701800","26701800","26701800","26701800","26701800","26701800","26701800","26701910","26701910","26701910","26701910","26701910","26701910","26701910","28231000"
NA,"27403100","27403100","27403100","27403100","27403100","27403100","26701910","26701910","26701910","26701910","26701910","26701910","26701910","28231000"
"26511215","26511215","26511215","26511215","26511215","26511215","26511215","26702420","26702420","26702420","26702420","26702420","26702420","26702420","26702420"
"26511270","26511270","26511270","26511270","26511270","26511270","26511270","26702420","26702420","26702420","26702420","26702420","26702420","26702420","26702420"
"26515390","26515390","26515390","26515390","26515390","26515390","26515390","26702490","26702490","26702490","26702490","26702490","26702490","26702490","26515395"
"26516630","26516630","26516630","26516630","26516630","26516630","26516630","26702490","26702490","26702490","26702490","26702490","26702490","26702490","26515395"
"26518200","26518200","26518200","26518200","26518200","26518200","26518200","26702610","26702610","26702610","26702610","26702610","26702610","26702610","26518200"
"26702500","26702500","26702500","26702500","26702500","26702500","26702500","26702610","26702610","26702610","26702610","26702610","26702610","26702610","26518200"
"26518520","26518520","26518520","26518520","26518520","26518520","26518520","26702630","26702630","26702630","26702630","26702630","26702630","26702630","26518530"
"27111053","27111053","27111050","27111050","27111050","27111050","27111050","27111050","27111050","27111050","27111050","27111050","27111050","27111050","27111050"
"27111055","27111055","27111050","27111050","27111050","27111050","27111050","27111050","27111050","27111050","27111050","27111050","27111050","27111050","27111050"
