"prodfra_2009","prodfra_2010","prodfra_2011","prodfra_2012","prodfra_2013","prodfra_2014","prodfra_2015","prodfra_2016","prodfra_2017","prodfra_2018","prodfra_2019","prodfra_2020","prodfra_2021","get(prodfra_yr)","prodfra_plus"
"20414270","20414270","20414270","20414270","20414270","20414270","20414270","20414270","20414270","20414270","20414270","20414270","20414270","20414270","20414270"
"20414280","20414280","20414280","20414280","20414280","20414280","20414280","20414280","20414280","20414280","20414280","20414280","20414280","20414280","20414280"
"20414330","20414330","20414330","20414330","20414330","20414330","20414330","20414330","20414330","20414330","20414330","20414330","20414330","20414330","20414330"
"20414350","20414350","20414350","20414350","20414350","20414350","20414350","20414350","20414350","20414350","20414350","20414350","20414350","20414350","20414350"
"20414370","20414370","20414370","20414370","20414370","20414370","20414370","20414370","20414370","20414370","20414370","20414370","20414370","20414370","20414370"
"20414383","20414383","20414383","20414383","20414383","20414383","20414383","20414383","20414383","20414383","20414383","20414383","20414383","20414383","20414383"
"20414389","20414389","20414389","20414389","20414389","20414389","20414389","20414389","20414389","20414389","20414389","20414389","20414389","20414389","20414389"
"20414400","20414400","20414400","20414400","20414400","20414400","20414400","20414400","20414400","20414400","20414400","20414400","20414400","20414400","20414400"
"20421150","20421150","20421150","20421150","20421150","20421150","20421150","20421150","20421150","20421150","20421150","20421150","20421150","20421150","20421150"
"20421170","20421170","20421170","20421170","20421170","20421170","20421170","20421170","20421170","20421170","20421170","20421170","20421170","20421170","20421170"
"20421250","20421250","20421250","20421250","20421250","20421250","20421250","20421250","20421250","20421250","20421250","20421250","20421250","20421250","20421250"
"20421270","20421270","20421270","20421270","20421270","20421270","20421270","20421270","20421270","20421270","20421270","20421270","20421270","20421270","20421270"
"20421300","20421300","20421300","20421300","20421300","20421300","20421300","20421300","20421300","20421300","20421300","20421300","20421300","20421300","20421300"
"20421400","20421400","20421400","20421400","20421400","20421400","20421400","20421400","20421400","20421400","20421400","20421400","20421400","20421400","20421400"
"20421500","20421500","20421500","20421500","20421500","20421500","20421500","20421500","20421500","20421500","20421500","20421500","20421500","20421500","20421500"
"20421630","20421630","20421630","20421630","20421630","20421630","20421630","20421630","20421630","20421630","20421630","20421630","20421630","20421630","20421630"
"20421650","20421650","20421650","20421650","20421650","20421650","20421650","20421650","20421650","20421650","20421650","20421650","20421650","20421650","20421650"
"20421670","20421670","20421670","20421670","20421670","20421670","20421670","20421670","20421670","20421670","20421670","20421670","20421670","20421670","20421670"
"20421700","20421700","20421700","20421700","20421700","20421700","20421700","20421700","20421700","20421700","20421700","20421700","20421700","20421700","20421700"
"20421850","20421850","20421850","20421850","20421850","20421850","20421850","20421850","20421850","20421850","20421850","20421850","20421850","20421850","20421850"
"20421890","20421890","20421890","20421890","20421890","20421890","20421890","20421890","20421890","20421890","20421890","20421890","20421890","20421890","20421890"
"20421915","20421915","20421915","20421915","20421915","20421915","20421915","20421915","20421915","20421915","20421915","20421915","20421915","20421915","20421915"
"20421930","20421930","20421930","20421930","20421930","20421930","20421930","20421930","20421930","20421930","20421930","20421930","20421930","20421930","20421930"
"20421945","20421945","20421945","20421945","20421945","20421945","20421945","20421945","20421945","20421945","20421945","20421945","20421945","20421945","20421945"
"20421960","20421960","20421960","20421960","20421960","20421960","20421960","20421960","20421960","20421960","20421960","20421960","20421960","20421960","20421960"
"20421975","20421975","20421975","20421975","20421975","20421975","20421975","20421975","20421975","20421975","20421975","20421975","20421975","20421975","20421975"
"20421990","20421990","20421990","20421990","20421990","20421990","20421990","20421990","20421990","20421990","20421990","20421990","20421990","20421990","20421990"
"20511130","20511130","20511130","20511130","20511130","20511130","20511130","20511130","20511130","20511130","20511130","20511130","20511130","20511130","20511130"
"20511150","20511150","20511150","20511150","20511150","20511150","20511150","20511150","20511150","20511150","20511150","20511150","20511150","20511150","20511150"
"20511250","20511250","20511250","20511250","20511250","20511250","20511250","20511250","20511250","20511250","20511250","20511250","20511250","20511250","20511250"
"20511270","20511270","20511270","20511270","20511270","20511270","20511270","20511270","20511270","20511270","20511270","20511270","20511270","20511270","20511270"
"20511300","20511300","20511300","20511300","20511300","20511300","20511300","20511300","20511300","20511300","20511300","20511300","20511300","20511300","20511300"
"20511400","20511400","20511400","20511400","20511400","20511400","20511400","20511400","20511400","20511400","20511400","20511400","20511400","20511400","20511400"
"20521080","20521080","20521080","20521080","20521080","20521080","20521080","20521080","20521080","20521080","20521080","20521080","20521080","20521080","20521080"
"20531020","20531020","20531020","20531020","20531020","20531020","20531020","20531020","20531020","20531020","20531020","20531020","20531020","20531020","20531020"
"20531030","20531030","20531030","20531030","20531030","20531030","20531030","20531030","20531030","20531030","20531030","20531030","20531030","20531030","20531030"
"20531050","20531050","20531050","20531050","20531050","20531050","20531050","20531050","20531050","20531050","20531050","20531050","20531050","20531050","20531050"
"20531075","20531075","20531075","20531075","20531075","20531075","20531075","20531075","20531075","20531075","20531075","20531075","20531075","20531075","20531075"
"20531079","20531079","20531079","20531079","20531079","20531079","20531079","20531079","20531079","20531079","20531079","20531079","20531079","20531079","20531079"
"20591130","20591130","20591130","20591130","20591130","20591130","20591130","20591130","20591130","20591130","20591130","20591130","20591130","20591130","20591130"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"20591150","20591150","20591150","20591150"
"20591200","20591200","20591200","20591200","20591200","20591200","20591200","20591200","20591200","20591200","20591200","20591200","20591200","20591200","20591200"
"20592000","20592000","20592000","20592000","20592000","20592000","20592000","20592000","20592000","20592000","20592000","20592000","20592000","20592000","20592000"
"20593000","20593000","20593000","20593000","20593000","20593000","20593000","20593000","20593000","20593000","20593000","20593000","20593000","20593000","20593000"
"20594155","20594155","20594155","20594155","20594155","20594155","20594155","20594155","20594155","20594155","20594155","20594155","20594155","20594155","20594155"
"20594175","20594175","20594175","20594175","20594175","20594175","20594175","20594175","20594175","20594175","20594175","20594175","20594175","20594175","20594175"
"20594179","20594179","20594179","20594179","20594179","20594179","20594179","20594179","20594179","20594179","20594179","20594179","20594179","20594179","20594179"
"20594250","20594250","20594250","20594250","20594250","20594250","20594250","20594250","20594250","20594250","20594250","20594250","20594250","20594250","20594250"
"20594270","20594270","20594270","20594270","20594270","20594270","20594270","20594270","20594270","20594270","20594270","20594270","20594270","20594270","20594270"
"20594290","20594290","20594290","20594290","20594290","20594290","20594290","20594290","20594290","20594290","20594290","20594290","20594290","20594290","20594290"
"20594330","20594330","20594330","20594330","20594330","20594330","20594330","20594330","20594330","20594330","20594330","20594330","20594330","20594330","20594330"
"20594350","20594350","20594350","20594350","20594350","20594350","20594350","20594350","20594350","20594350","20594350","20594350","20594350","20594350","20594350"
"20595100","20595100","20595100","20595100","20595100","20595100","20595100","20595100","20595100","20595100","20595100","20595100","20595100","20595100","20595100"
"20595210","20595210","20595210","20595210","20595210","20595210","20595210","20595210","20595210","20595210","20595210","20595210","20595210","20595210","20595210"
NA,NA,NA,NA,"20595230","20595230","20595230","20595230","20595230","20595230","20595230","20595230","20595230","20595230","20595230"
"20595250","20595250","20595250","20595250","20595250","20595250","20595250","20595250","20595250","20595250","20595250","20595250","20595250","20595250","20595250"
"20595270","20595270","20595270","20595270","20595270","20595270","20595270","20595270","20595270","20595270","20595270","20595270","20595270","20595270","20595270"
"20595300","20595300","20595300","20595300","20595300","20595300","20595300","20595300","20595300","20595300","20595300","20595300","20595300","20595300","20595300"
"20595400","20595400","20595400","20595400","20595400","20595400","20595400","20595400","20595400","20595400","20595400","20595400","20595400","20595400","20595400"
"20595550","20595550","20595550","20595550","20595550","20595550","20595550","20595550","20595550","20595550","20595550","20595550","20595550","20595550","20595550"
"20595570","20595570","20595570","20595570","20595570","20595570","20595570","20595570","20595570","20595570","20595570","20595570","20595570","20595570","20595570"
"20595580","20595580","20595580","20595580","20595580","20595580","20595580","20595580","20595580","20595580","20595580","20595580","20595580","20595580","20595580"
"20595590","20595590","20595590","20595590","20595590","20595590","20595590","20595590","20595590","20595590","20595590","20595590","20595590","20595590","20595590"
"20595620","20595620","20595620","20595620","20595620","20595620","20595620","20595620","20595620","20595620","20595620","20595620","20595620","20595620","20595620"
"20595630","20595630","20595630","20595630","20595630","20595630","20595630","20595630","20595630","20595630","20595630","20595630","20595630","20595630","20595630"
"20595650","20595650","20595650","20595650","20595650","20595650","20595650","20595650","20595650","20595650","20595650","20595650","20595650","20595650","20595650"
"20595670","20595670","20595670","20595670","20595670","20595670","20595670","20595670","20595670","20595670","20595670","20595670","20595670","20595670","20595670"
"20595720","20595720","20595720","20595720","20595720","20595720","20595720","20595720","20595720","20595720","20595720","20595720","20595720","20595720","20595720"
"20595730","20595730","20595730","20595730","20595730","20595730","20595730","20595730","20595730","20595730","20595730","20595730","20595730","20595730","20595730"
"20595740","20595740","20595740","20595740","20595740","20595740","20595740","20595740","20595740","20595740","20595740","20595740","20595740","20595740","20595740"
"20595750","20595750","20595750","20595750","20595750","20595750","20595750","20595750","20595750","20595750","20595750","20595750","20595750","20595750","20595750"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"20595770","20595770","20595770","20595770","20595770","20595770"
"20595990","20595990","20595990","20595997","20595997","20595997","20595997","20595800","20595800","20595800","20595800","20595800","20595800","20595800","20595800"
"20595910","20595910","20595910","20595910","20595910","20595910","20595910","20595910","20595910","20595910","20595910","20595910","20595910","20595910","20595910"
"20595940","20595940","20595940","20595940","20595940","20595940","20595940","20595940","20595940","20595940","20595940","20595940","20595940","20595940","20595940"
NA,NA,NA,NA,NA,NA,NA,"20595953","20595953","20595953","20595953","20595953","20595953","20595953","20595953"
"20595957","20595957","20595957","20595957","20595957","20595957","20595957","20595957","20595957","20595957","20595957","20595957","20595957","20595957","20595957"
"20595963","20595963","20595963","20595963","20595963","20595963","20595963","20595963","20595963","20595963","20595963","20595963","20595963","20595963","20595963"
"20595965","20595965","20595965","20595965","20595965","20595965","20595965","20595965","20595965","20595965","20595965","20595965","20595965","20595965","20595965"
"20595967","20595967","20595967","20595967","20595967","20595967","20595967","20595967","20595967","20595967","20595967","20595967","20595967","20595967","20595967"
"20595971","20595971","20595971","20595971","20595971","20595971","20595971","20595971","20595971","20595971","20595971","20595971","20595971","20595971","20595971"
"20595920","20595920","20595920","20595920","20595920","20595920","20595994","20595994","20595994","20595994","20595994","20595994","20595994","20595994","20595994"
"20596020","20596020","20596020","20596020","20596020","20596020","20596020","20596020","20596020","20596020","20596020","20596020","20596020","20596020","20596020"
NA,"20596050","20596050","20596050","20596050","20596050","20596050","20596050","20596050","20596050","20596050","20596050","20596050","20596050","20596050"
"20596080","20596080","20596080","20596080","20596080","20596080","20596080","20596080","20596080","20596080","20596080","20596080","20596080","20596080","20596080"
"20601110","20601110","20601110","20601110","20601110","20601110","20601110","20601110","20601110","20601110","20601110","20601110","20601110","20601110","20601110"
"20601120","20601120","20601120","20601120","20601120","20601120","20601120","20601120","20601120","20601120","20601120","20601120","20601120","20601120","20601120"
NA,NA,NA,NA,NA,"20601130","20601130","20601130","20601130","20601130","20601130","20601130","20601130","20601130","20601130"
NA,NA,NA,NA,NA,NA,NA,NA,NA,"20601140","20601140","20601140","20601140","20601140","20601140"
NA,NA,"20601150","20601150","20601150","20601150","20601150","20601150","20601150","20601150","20601150","20601150","20601150","20601150","20601150"
"20601190","20601190","20601190","20601190","20601190","20601190","20601190","20601190","20601190","20601190","20601190","20601190","20601190","20601190","20601190"
"20601220","20601220","20601220","20601220","20601220","20601220","20601220","20601220","20601220","20601220","20601220","20601220","20601220","20601220","20601220"
NA,NA,NA,NA,"20601240","20601240","20601240","20601240","20601240","20601240","20601240","20601240","20601240","20601240","20601240"
"20601260","20601260","20601260","20601260","20601260","20601260","20601260","20601260","20601260","20601260","20601260","20601260","20601260","20601260","20601260"
"20601310","20601310","20601310","20601310","20601310","20601310","20601310","20601310","20601310","20601310","20601310","20601310","20601310","20601310","20601310"
"20601320","20601320","20601320","20601320","20601320","20601320","20601320","20601320","20601320","20601320","20601320","20601320","20601320","20601320","20601320"
"20601330","20601330","20601330","20601330","20601330","20601330","20601330","20601330","20601330","20601330","20601330","20601330","20601330","20601330","20601330"
"20601340","20601340","20601340","20601340","20601340","20601340","20601340","20601340","20601340","20601340","20601340","20601340","20601340","20601340","20601340"
"20601350","20601350","20601350","20601350","20601350","20601350","20601350","20601350","20601350","20601350","20601350","20601350","20601350","20601350","20601350"
NA,NA,NA,NA,NA,"20601390","20601390","20601390","20601390","20601390","20601390","20601390","20601390","20601390","20601390"
NA,NA,"20601440","20601440","20601440","20601440","20601440","20601440","20601440","20601440","20601440","20601440","20601440","20601440","20601440"
NA,NA,NA,NA,NA,NA,NA,"20602320","20602320","20602320","20602320","20602320","20602320","20602320","20602320"
"21101030","21101030","21101030","21101030","21101030","21101030","21101030","21101030","21101030","21101030","21101030","21101030","21101030","21101030","21101030"
"21101050","21101050","21101050","21101050","21101050","21101050","21101050","21101050","21101050","21101050","21101050","21101050","21101050","21101050","21101050"
"21101070","21101070","21101070","21101070","21101070","21101070","21101070","21101070","21101070","21101070","21101070","21101070","21101070","21101070","21101070"
"21102010","21102010","21102010","21102010","21102010","21102010","21102010","21102010","21102010","21102010","21102010","21102010","21102010","21102010","21102010"
"21102020","21102020","21102020","21102020","21102020","21102020","21102020","21102020","21102020","21102020","21102020","21102020","21102020","21102020","21102020"
"21102040","21102040","21102040","21102040","21102040","21102040","21102040","21102040","21102040","21102040","21102040","21102040","21102040","21102040","21102040"
"21102060","21102060","21102060","21102060","21102060","21102060","21102060","21102060","21102060","21102060","21102060","21102060","21102060","21102060","21102060"
"21102070","21102070","21102070","21102070","21102070","21102070","21102070","21102070","21102070","21102070","21102070","21102070","21102070","21102070","21102070"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"21103117","21103117","21103117","21103117","21103117"
"21103110","21103110","21103110","21103119","21103119","21103119","21103119","21103119","21103119","21103119","21103119","21103119","21103119","21103119","21103119"
"21103130","21103130","21103130","21103130","21103130","21103130","21103130","21103130","21103130","21103130","21103130","21103130","21103130","21103130","21103130"
"21103140","21103140","21103140","21103140","21103140","21103140","21103140","21103140","21103140","21103140","21103140","21103140","21103140","21103140","21103140"
"21103159","21103159","21103159","21103159","21103159","21103159","21103159","21103159","21103159","21103159","21103159","21103159","21103159","21103159","21103159"
"21103170","21103170","21103170","21103170","21103170","21103170","21103170","21103170","21103170","21103170","21103170","21103170","21103170","21103170","21103170"
"21103180","21103180","21103180","21103180","21103180","21103180","21103180","21103180","21103180","21103180","21103180","21103180","21103180","21103180","21103180"
"21103200","21103200","21103200","21103200","21103200","21103200","21103200","21103200","21103200","21103200","21103200","21103200","21103200","21103200","21103200"
"21104000","21104000","21104000","21104000","21104000","21104000","21104000","21104000","21104000","21104000","21104000","21104000","21104000","21104000","21104000"
"21105100","21105100","21105100","21105100","21105100","21105100","21105100","21105100","21105100","21105100","21105100","21105100","21105100","21105100","21105100"
"21105200","21105200","21105200","21105200","21105200","21105200","21105200","21105200","21105200","21105200","21105200","21105200","21105200","21105200","21105200"
"21105300","21105300","21105300","21105300","21105300","21105300","21105300","21105300","21105300","21105300","21105300","21105300","21105300","21105300","21105300"
"21105400","21105400","21105400","21105400","21105400","21105400","21105400","21105400","21105400","21105400","21105400","21105400","21105400","21105400","21105400"
"21106020","21106020","21106020","21106020","21106020","21106020","21106020","21106020","21106020","21106020","21106020","21106020","21106020","21106020","21106020"
"21106040","21106040","21106040","21106040","21106040","21106040","21106040","21106040","21106040","21106040","21106040","21106040","21106040","21106040","21106040"
"21106050","21106050","21106050","21106055","21106055","21106055","21106055","21106055","21106055","21106055","21106055","21106055","21106055","21106055","21106055"
"21201130","21201130","21201130","21201130","21201130","21201130","21201130","21201130","21201130","21201130","21201130","21201130","21201130","21201130","21201130"
"21201150","21201150","21201150","21201150","21201150","21201150","21201150","21201150","21201150","21201150","21201150","21201150","21201150","21201150","21201150"
"21201160","21201160","21201160","21201160","21201160","21201160","21201160","21201160","21201160","21201160","21201160","21201160","21201160","21201160","21201160"
"21201180","21201180","21201180","21201180","21201180","21201180","21201180","21201180","21201180","21201180","21201180","21201180","21201180","21201180","21201180"
"21201250","21201250","21201250","21201250","21201250","21201250","21201250","21201250","21201250","21201250","21201250","21201250","21201250","21201250","21201250"
"21201260","21201260","21201260","21201260","21201260","21201260","21201260","21201260","21201260","21201260","21201260","21201260","21201260","21201260","21201260"
"21201270","21201270","21201270","21201270","21201270","21201270","21201270","21201270","21201270","21201270","21201270","21201270","21201270","21201270","21201270"
"21201310","21201310","21201310","21201310","21201310","21201310","21201310","21201310","21201310","21201310","21201310","21201310","21201310","21201310","21201310"
"21201320","21201320","21201320","21201320","21201320","21201320","21201320","21201320","21201320","21201320","21201320","21201320","21201320","21201320","21201320"
"21201340","21201340","21201340","21201340","21201340","21201340","21201340","21201340","21201340","21201340","21201340","21201340","21201340","21201340","21201340"
"21201360","21201360","21201360","21201360","21201360","21201360","21201360","21201360","21201360","21201360","21201360","21201360","21201360","21201360","21201360"
"21201380","21201380","21201380","21201380","21201380","21201380","21201380","21201380","21201380","21201380","21201380","21201380","21201380","21201380","21201380"
"21202160","21202160","21202160","21202160","21202160","21202160","21202160","21202160","21202160","21202160","21202160","21202160","21202160","21202160","21202160"
"21202200","21202200","21202200","21202200","21202200","21202200","21202200","21202200","21202200","21202200","21202200","21202200","21202200","21202200","21202200"
"21202320","21202320","21202320","21202320","21202320","21202320","21202320","21202320","21202320","21202320","21202320","21202320","21202320","21202320","21202320"
"21202340","21202340","21202340","21202340","21202340","21202340","21202340","21202340","21202340","21202340","21202340","21202340","21202340","21202340","21202340"
"21202420","21202420","21202420","21202420","21202420","21202420","21202420","21202420","21202420","21202420","21202420","21202420","21202420","21202420","21202420"
"21202440","21202440","21202440","21202440","21202440","21202440","21202440","21202440","21202440","21202440","21202440","21202440","21202440","21202440","21202440"
"21202460","21202460","21202460","21202460","21202460","21202460","21202460","21202460","21202460","21202460","21202460","21202460","21202460","21202460","21202460"
"22111100","22111100","22111100","22111100","22111100","22111100","22111100","22111100","22111100","22111100","22111100","22111100","22111100","22111100","22111100"
"22111200","22111200","22111200","22111200","22111200","22111200","22111200","22111200","22111200","22111200","22111200","22111200","22111200","22111200","22111200"
"22111355","22111355","22111355","22111355","22111355","22111355","22111355","22111355","22111355","22111355","22111355","22111355","22111355","22111355","22111355"
"22111357","22111357","22111357","22111357","22111357","22111357","22111357","22111357","22111357","22111357","22111357","22111357","22111357","22111357","22111357"
"22111370","22111370","22111370","22111370","22111370","22111370","22111370","22111370","22111370","22111370","22111370","22111370","22111370","22111370","22111370"
"22111400","22111400","22111400","22111400","22111400","22111400","22111400","22111400","22111400","22111400","22111400","22111400","22111400","22111400","22111400"
"22111530","22111530","22111530","22111530","22111530","22111530","22111530","22111530","22111530","22111530","22111530","22111530","22111530","22111530","22111530"
"22111550","22111550","22111550","22111550","22111550","22111550","22111550","22111550","22111550","22111550","22111550","22111550","22111550","22111550","22111550"
"22111600","22111600","22111600","22111600","22111600","22111600","22111600","22111600","22111600","22111600","22111600","22111600","22111600","22111600","22111600"
"22112030","22112030","22112030","22112030","22112030","22112030","22112030","22112030","22112030","22112030","22112030","22112030","22112030","22112030","22112030"
"22112050","22112050","22112050","22112050","22112050","22112050","22112050","22112050","22112050","22112050","22112050","22112050","22112050","22112050","22112050"
"22112090","22112090","22112090","22112090","22112090","22112090","22112090","22112090","22112090","22112090","22112090","22112090","22112090","22112090","22112090"
NA,NA,"22191000","22191000","22191000","22191000","22191000","22191000","22191000","22191000","22191000","22191000","22191000","22191000","22191000"
"22192013","22192013","22192013","22192013","22192013","22192013","22192013","22192013","22192013","22192013","22192013","22192013","22192013","22192013","22192013"
"22192019","22192019","22192019","22192019","22192019","22192019","22192019","22192019","22192019","22192019","22192019","22192019","22192019","22192019","22192019"
"22192030","22192030","22192030","22192030","22192030","22192030","22192030","22192030","22192030","22192030","22192030","22192030","22192030","22192030","22192030"
"22192050","22192050","22192050","22192050","22192050","22192050","22192050","22192050","22192050","22192050","22192050","22192050","22192050","22192050","22192050"
"22192070","22192070","22192070","22192070","22192070","22192070","22192070","22192070","22192070","22192070","22192070","22192070","22192070","22192070","22192070"
"22192083","22192083","22192083","22192083","22192083","22192083","22192083","22192083","22192083","22192083","22192083","22192083","22192083","22192083","22192083"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"22192085","22192085","22192085","22192085","22192085"
"22192087","22192087","22192087","22192087","22192087","22192087","22192087","22192087","22192087","22192087","22192087","22192087","22192087","22192087","22192087"
"22193030","22193030","22193030","22193030","22193030","22193030","22193030","22193030","22193030","22193030","22193030","22193030","22193030","22193030","22193030"
"22193055","22193055","22193055","22193055","22193055","22193055","22193055","22193055","22193055","22193055","22193055","22193055","22193055","22193055","22193055"
"22193057","22193057","22193057","22193057","22193057","22193057","22193057","22193057","22193057","22193057","22193057","22193057","22193057","22193057","22193057"
NA,"22193059","22193059","22193059","22193059","22193059","22193059","22193059","22193059","22193059","22193059","22193059","22193059","22193059","22193059"
"22193070","22193070","22193070","22193070","22193070","22193070","22193070","22193070","22193070","22193070","22193070","22193070","22193070","22193070","22193070"
"22194030","22194030","22194030","22194030","22194030","22194030","22194030","22194030","22194030","22194030","22194030","22194030","22194030","22194030","22194030"
"22194050","22194050","22194050","22194050","22194050","22194050","22194050","22194050","22194050","22194050","22194050","22194050","22194050","22194050","22194050"
"22194070","22194070","22194070","22194070","22194070","22194070","22194070","22194070","22194070","22194070","22194070","22194070","22194070","22194070","22194070"
"22194090","22194090","22194090","22194090","22194090","22194090","22194090","22194090","22194090","22194090","22194090","22194090","22194090","22194090","22194090"
"22195050","22195050","22195050","22195050","22195050","22195050","22195050","22195050","22195050","22195050","22195050","22195050","22195050","22195050","22195050"
"22195070","22195070","22195070","22195070","22195070","22195070","22195070","22195070","22195070","22195070","22195070","22195070","22195070","22195070","22195070"
"22196000","22196000","22196000","22196000","22196000","22196000","22196000","22196000","22196000","22196000","22196000","22196000","22196000","22196000","22196000"
"22197130","22197130","22197130","22197130","22197130","22197130","22197130","22197130","22197130","22197130","22197130","22197130","22197130","22197130","22197130"
"22197200","22197200","22197200","22197200","22197200","22197200","22197200","22197200","22197200","22197200","22197200","22197200","22197200","22197200","22197200"
"22197310","22197310","22197310","22197310","22197310","22197310","22197310","22197310","22197310","22197310","22197310","22197310","22197310","22197310","22197310"
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"22197321","22197321","22197321","22197321","22197321"
"22197323","22197323","22197323","22197323","22197323","22197323","22197323","22197323","22197323","22197323","22197323","22197323","22197323","22197323","22197323"
"22197330","22197330","22197330","22197330","22197330","22197330","22197330","22197330","22197330","22197330","22197330","22197330","22197330","22197330","22197330"
"22197345","22197345","22197345","22197345","22197345","22197345","22197345","22197345","22197345","22197345","22197345","22197345","22197345","22197345","22197345"
"22197347","22197347","22197347","22197347","22197347","22197347","22197347","22197347","22197347","22197347","22197347","22197347","22197347","22197347","22197347"
"22197349","22197349","22197349","22197349","22197349","22197349","22197349","22197349","22197349","22197349","22197349","22197349","22197349","22197349","22197349"
"22197350","22197350","22197350","22197350","22197350","22197350","22197350","22197350","22197350","22197350","22197350","22197350","22197350","22197350","22197350"
"22197365","22197365","22197365","22197365","22197365","22197365","22197365","22197365","22197365","22197365","22197365","22197365","22197365","22197365","22197365"
"22197379","22197379","22197379","22197379","22197379","22197379","22197379","22197379","22197379","22197379","22197379","22197379","22197379","22197379","22197379"
"22211050","22211050","22211050","22211050","22211050","22211050","22211050","22211050","22211050","22211050","22211050","22211050","22211050","22211050","22211050"
"22211070","22211070","22211070","22211070","22211070","22211070","22211070","22211070","22211070","22211070","22211070","22211070","22211070","22211070","22211070"
"22211090","22211090","22211090","22211090","22211090","22211090","22211090","22211090","22211090","22211090","22211090","22211090","22211090","22211090","22211090"
"22212130","22212130","22212130","22212130","22212130","22212130","22212130","22212130","22212130","22212130","22212130","22212130","22212130","22212130","22212130"
"22212153","22212153","22212153","22212153","22212153","22212153","22212153","22212153","22212153","22212153","22212153","22212153","22212153","22212153","22212153"
"22212155","22212155","22212155","22212155","22212155","22212155","22212155","22212155","22212155","22212155","22212155","22212155","22212155","22212155","22212155"
"22212157","22212157","22212157","22212157","22212157","22212157","22212157","22212157","22212157","22212157","22212157","22212157","22212157","22212157","22212157"
"22212170","22212170","22212170","22212170","22212170","22212170","22212170","22212170","22212170","22212170","22212170","22212170","22212170","22212170","22212170"
"22212920","22212920","22212920","22212920","22212920","22212920","22212920","22212920","22212920","22212920","22212920","22212920","22212920","22212920","22212920"
"22212935","22212935","22212935","22212935","22212935","22212935","22212935","22212935","22212935","22212935","22212935","22212935","22212935","22212935","22212935"
"22212937","22212937","22212937","22212937","22212937","22212937","22212937","22212937","22212937","22212937","22212937","22212937","22212937","22212937","22212937"
"22212950","22212950","22212950","22212950","22212950","22212950","22212950","22212950","22212950","22212950","22212950","22212950","22212950","22212950","22212950"
"22212970","22212970","22212970","22212970","22212970","22212970","22212970","22212970","22212970","22212970","22212970","22212970","22212970","22212970","22212970"
"22213010","22213010","22213010","22213010","22213010","22213010","22213010","22213010","22213010","22213010","22213010","22213010","22213010","22213010","22213010"
"22213017","22213017","22213017","22213017","22213017","22213017","22213017","22213017","22213017","22213017","22213017","22213017","22213017","22213017","22213017"
"22213021","22213021","22213021","22213021","22213021","22213021","22213021","22213021","22213021","22213021","22213021","22213021","22213021","22213021","22213021"
"22213023","22213023","22213023","22213023","22213023","22213023","22213023","22213023","22213023","22213023","22213023","22213023","22213023","22213023","22213023"
"22213030","22213030","22213030","22213030","22213030","22213030","22213030","22213030","22213030","22213030","22213030","22213030","22213030","22213030","22213030"
"22213035","22213035","22213035","22213035","22213035","22213035","22213035","22213035","22213035","22213035","22213035","22213035","22213035","22213035","22213035"
"22213036","22213036","22213036","22213036","22213036","22213036","22213036","22213036","22213036","22213036","22213036","22213036","22213036","22213036","22213036"
"22213037","22213037","22213037","22213037","22213037","22213037","22213037","22213037","22213037","22213037","22213037","22213037","22213037","22213037","22213037"
"22213038","22213038","22213038","22213038","22213038","22213038","22213038","22213038","22213038","22213038","22213038","22213038","22213038","22213038","22213038"
"22213053","22213053","22213053","22213053","22213053","22213053","22213053","22213053","22213053","22213053","22213053","22213053","22213053","22213053","22213053"
NA,NA,"22213059","22213059","22213059","22213059","22213059","22213059","22213059","22213059","22213059","22213059","22213059","22213059","22213059"
"22213061","22213061","22213061","22213061","22213061","22213061","22213061","22213061","22213061","22213061","22213061","22213061","22213061","22213061","22213061"
"22213063","22213063","22213063","22213063","22213063","22213063","22213063","22213063","22213063","22213063","22213063","22213063","22213063","22213063","22213063"
"22213065","22213065","22213065","22213065","22213065","22213065","22213065","22213065","22213065","22213065","22213065","22213065","22213065","22213065","22213065"
"22213067","22213067","22213067","22213067","22213067","22213067","22213067","22213067","22213067","22213067","22213067","22213067","22213067","22213067","22213067"
"22213069","22213069","22213069","22213069","22213069","22213069","22213069","22213069","22213069","22213069","22213069","22213069","22213069","22213069","22213069"
"22213082","22213082","22213082","22213082","22213082","22213082","22213082","22213082","22213082","22213082","22213082","22213082","22213082","22213082","22213082"
"22213086","22213086","22213086","22213086","22213086","22213086","22213086","22213086","22213086","22213086","22213086","22213086","22213086","22213086","22213086"
"22213090","22213090","22213090","22213090","22213090","22213090","22213090","22213090","22213090","22213090","22213090","22213090","22213090","22213090","22213090"
"22214120","22214120","22214120","22214120","22214120","22214120","22214120","22214120","22214120","22214120","22214120","22214120","22214120","22214120","22214120"
"22214130","22214130","22214130","22214130","22214130","22214130","22214130","22214130","22214130","22214130","22214130","22214130","22214130","22214130","22214130"
"22214150","22214150","22214150","22214150","22214150","22214150","22214150","22214150","22214150","22214150","22214150","22214150","22214150","22214150","22214150"
