"","prodfra_n_moins1","prodfra_n","c_evol_prodfra","libel"
"3844","2849122030","2849122000",4,"Regroupement de X prodfra N-1 sur un nouveau prodfra N"
"3845","2849122040","2849122000",4,"Regroupement de X prodfra N-1 sur un nouveau prodfra N"
"3846","2849122050","2849122000",4,"Regroupement de X prodfra N-1 sur un nouveau prodfra N"
"3847","2849122060","2849122000",4,"Regroupement de X prodfra N-1 sur un nouveau prodfra N"
"3848","2849122070","2849122000",4,"Regroupement de X prodfra N-1 sur un nouveau prodfra N"
"3849","2849122080","2849122000",4,"Regroupement de X prodfra N-1 sur un nouveau prodfra N"
"3850","2849123310","2849123300",4,"Regroupement de X prodfra N-1 sur un nouveau prodfra N"
"3851","2849123320","2849123300",4,"Regroupement de X prodfra N-1 sur un nouveau prodfra N"
"3852","2849123330","2849123300",4,"Regroupement de X prodfra N-1 sur un nouveau prodfra N"
"3853","2849123340","2849123300",4,"Regroupement de X prodfra N-1 sur un nouveau prodfra N"
"3854","2849123510","2849123500",4,"Regroupement de X prodfra N-1 sur un nouveau prodfra N"
"3855","2849123520","2849123500",4,"Regroupement de X prodfra N-1 sur un nouveau prodfra N"
"3856","2849123530","2849123500",4,"Regroupement de X prodfra N-1 sur un nouveau prodfra N"
"3857","2849123540","2849123500",4,"Regroupement de X prodfra N-1 sur un nouveau prodfra N"
"3858","2849123550","2849123500",4,"Regroupement de X prodfra N-1 sur un nouveau prodfra N"
"3859","2849123560","2849123500",4,"Regroupement de X prodfra N-1 sur un nouveau prodfra N"
"3860","2849123570","2849123500",4,"Regroupement de X prodfra N-1 sur un nouveau prodfra N"
"3861","2849123580","2849123500",4,"Regroupement de X prodfra N-1 sur un nouveau prodfra N"
"3862","2849123700","2849123700",0,"Prodfra perenne"
"3863","2849125010","2849125000",4,"Regroupement de X prodfra N-1 sur un nouveau prodfra N"
"3864","2849125011","2849125000",4,"Regroupement de X prodfra N-1 sur un nouveau prodfra N"
"3865","2849125020","2849125000",4,"Regroupement de X prodfra N-1 sur un nouveau prodfra N"
"3866","2849125030","2849125000",4,"Regroupement de X prodfra N-1 sur un nouveau prodfra N"
"3867","2849125040","2849125000",4,"Regroupement de X prodfra N-1 sur un nouveau prodfra N"
"3868","2849125050","2849125000",4,"Regroupement de X prodfra N-1 sur un nouveau prodfra N"
"3869","2849125051","2849125000",4,"Regroupement de X prodfra N-1 sur un nouveau prodfra N"
"3870","2849125060","2849125000",4,"Regroupement de X prodfra N-1 sur un nouveau prodfra N"
"3871","2849125070","2849125000",4,"Regroupement de X prodfra N-1 sur un nouveau prodfra N"
"3872","2849125080","2849125000",4,"Regroupement de X prodfra N-1 sur un nouveau prodfra N"
"3873","2849125090","2849125000",4,"Regroupement de X prodfra N-1 sur un nouveau prodfra N"
"3874","2849126300","2849126300",0,"Prodfra perenne"
"3875","2849126510","2849126500",4,"Regroupement de X prodfra N-1 sur un nouveau prodfra N"
"3876","2849126520","2849126500",4,"Regroupement de X prodfra N-1 sur un nouveau prodfra N"
"3877","2849126530","2849126500",4,"Regroupement de X prodfra N-1 sur un nouveau prodfra N"
"3878","2849126700","2849126700",0,"Prodfra perenne"
"3879","2849127500","2849127500",0,"Prodfra perenne"
"3880","2849127910","2849127900",4,"Regroupement de X prodfra N-1 sur un nouveau prodfra N"
"3881","2849127920","2849127900",4,"Regroupement de X prodfra N-1 sur un nouveau prodfra N"
"3882","2849128300","2849128300",0,"Prodfra perenne"
"3883","2849128700","2849128700",0,"Prodfra perenne"
"3884","2849211000","2849211000",0,"Prodfra perenne"
"3885","2849213000","2849213000",0,"Prodfra perenne"
"3886","2849214000","2849214000",0,"Prodfra perenne"
"3887","2849215000","2849215000",0,"Prodfra perenne"
"3888","2849217000","2849217000",0,"Prodfra perenne"
"3889","2849223000","2849223000",0,"Prodfra perenne"
"3890","2849225000","2849225000",0,"Prodfra perenne"
"3891","2849227000","2849227000",0,"Prodfra perenne"
"3892","2849235000","2849235000",0,"Prodfra perenne"
"3893","2849243000","2849243000",0,"Prodfra perenne"
"3894","2849245000","2849245000",0,"Prodfra perenne"
"3895","2891113000","2891113000",0,"Prodfra perenne"
"3896","2891115300","2891115300",0,"Prodfra perenne"
"3897","2891115700","2891115700",0,"Prodfra perenne"
"3898","2891123000","2891123000",0,"Prodfra perenne"
"3899","2891125000","2891125000",0,"Prodfra perenne"
"3900","2891127000","2891127000",0,"Prodfra perenne"
"3901","2892110000","2892110000",0,"Prodfra perenne"
"3902","2892123300","2892123300",0,"Prodfra perenne"
"3903","2892123500","2892123500",0,"Prodfra perenne"
"3904","2892125300","2892125300",0,"Prodfra perenne"
"3905","2892125500","2892125500",0,"Prodfra perenne"
"3906","2892213000","2892213000",0,"Prodfra perenne"
"3907","2892215000","2892215000",0,"Prodfra perenne"
"3908","2892220000","2892220000",0,"Prodfra perenne"
"3909","2892230000","2892230000",0,"Prodfra perenne"
"3910","2892240000","2892240000",0,"Prodfra perenne"
"3911","2892253000","2892253000",0,"Prodfra perenne"
"3912","2892255000","2892255000",0,"Prodfra perenne"
"3913","2892260010","2892260010",0,"Prodfra perenne"
"3914","2892260020","2892260020",0,"Prodfra perenne"
"3915","2892260030","2892260030",0,"Prodfra perenne"
"3916","2892260040","2892260040",0,"Prodfra perenne"
"3917","2892273000","2892273000",0,"Prodfra perenne"
"3918","2892275000","2892275000",0,"Prodfra perenne"
"3919","2892280000","2892280000",0,"Prodfra perenne"
"3920","2892290000","2892290000",0,"Prodfra perenne"
"3921","2892301000","2892301000",0,"Prodfra perenne"
"3922","2892303000","2892303000",0,"Prodfra perenne"
"3923","2892305000","2892305000",0,"Prodfra perenne"
"3924","2892307000","2892307000",0,"Prodfra perenne"
"3925","2892309000","2892309000",0,"Prodfra perenne"
"3926","2892403000","2892403000",0,"Prodfra perenne"
"3927","2892405000","2892405000",0,"Prodfra perenne"
"3928","2892407000","2892407000",0,"Prodfra perenne"
"3929","2892500000","2892500000",0,"Prodfra perenne"
"3930","2892613000","2892613000",0,"Prodfra perenne"
"3931","2892615000","2892615000",0,"Prodfra perenne"
"3932","2892620000","2892620000",0,"Prodfra perenne"
"3933","2893110000","2893110000",0,"Prodfra perenne"
"3934","2893120000","2893120000",0,"Prodfra perenne"
"3935","2893130000","2893130000",0,"Prodfra perenne"
"3936","2893140000","2893140000",0,"Prodfra perenne"
"3937","2893153000","2893153000",0,"Prodfra perenne"
"3938","2893156000","2893156000",0,"Prodfra perenne"
"3939","2893158000","2893158000",0,"Prodfra perenne"
"3940","2893160000","2893160000",0,"Prodfra perenne"
"3941","2893171310","2893171310",0,"Prodfra perenne"
"3942","2893171320","2893171320",0,"Prodfra perenne"
"3943","2893171500","2893171500",0,"Prodfra perenne"
"3944","2893172000","2893172000",0,"Prodfra perenne"
"3945","2893173000","2893173000",0,"Prodfra perenne"
"3946","2893174000","2893174000",0,"Prodfra perenne"
"3947","2893175010","2893175010",0,"Prodfra perenne"
"3948","2893175020","2893175020",0,"Prodfra perenne"
"3949","2893176010","2893176010",0,"Prodfra perenne"
"3950","2893176020","2893176020",0,"Prodfra perenne"
"3951","2893177010","2893177010",0,"Prodfra perenne"
"3952","2893177020","2893177020",0,"Prodfra perenne"
"3953","2893177030","2893177030",0,"Prodfra perenne"
"3954","2893178000","2893178000",0,"Prodfra perenne"
"3955","2893190000","2893190000",0,"Prodfra perenne"
"3956","2893200000","2893200000",0,"Prodfra perenne"
"3957","2893310000","2893310000",0,"Prodfra perenne"
"3958","2893320010","2893320010",0,"Prodfra perenne"
"3959","2893320020","2893320020",0,"Prodfra perenne"
"3960","2893330000","2893330000",0,"Prodfra perenne"
"3961","2893340000","2893340000",0,"Prodfra perenne"
"3962","2894110010","2894110010",0,"Prodfra perenne"
"3963","2894110020","2894110020",5,"Faux pôrenne(regroupement): prodfra N = (prodfra N-1)+(1ouX prodfra N-1)"
"3964","2894110030","2894110020",5,"Faux pôrenne(regroupement): prodfra N = (prodfra N-1)+(1ouX prodfra N-1)"
"3965","2894110040","2894110020",5,"Faux pôrenne(regroupement): prodfra N = (prodfra N-1)+(1ouX prodfra N-1)"
"3966","2894120000","2894120000",0,"Prodfra perenne"
"3967","2894130000","2894130000",0,"Prodfra perenne"
"3968","2894143000","2894143000",0,"Prodfra perenne"
"3969","2894145010","2894145010",0,"Prodfra perenne"
"3970","2894145020","2894145020",0,"Prodfra perenne"
"3971","2894147000","2894147000",0,"Prodfra perenne"
"3972","2894151000","2894151000",0,"Prodfra perenne"
"3973","2894153000","2894153000",0,"Prodfra perenne"
"3974","2894211000","2894211000",0,"Prodfra perenne"
"3975","2894213010","2894213010",0,"Prodfra perenne"
"3976","2894213020","2894213020",0,"Prodfra perenne"
"3977","2894215010","2894215000",4,"Regroupement de X prodfra N-1 sur un nouveau prodfra N"
"3978","2894215020","2894215000",4,"Regroupement de X prodfra N-1 sur un nouveau prodfra N"
"3979","2894217000","2894217000",0,"Prodfra perenne"
"3980","2894218000","2894218000",0,"Prodfra perenne"
"3981","2894223000","2894223000",0,"Prodfra perenne"
"3982","2894225000","2894225000",0,"Prodfra perenne"
"3983","2894227000","2894227000",0,"Prodfra perenne"
"3984","28942300N0","28942300N0",0,"Prodfra perenne"
"3985","2894243000","2894243000",0,"Prodfra perenne"
"3986","2894245010","2894245000",4,"Regroupement de X prodfra N-1 sur un nouveau prodfra N"
"3987","2894245020","2894245000",4,"Regroupement de X prodfra N-1 sur un nouveau prodfra N"
"3988","2894303000","2894303000",0,"Prodfra perenne"
"3989","2894305000","2894305000",0,"Prodfra perenne"
"3990","2894307000","2894307000",0,"Prodfra perenne"
"3991","28944000N0","28944000N0",0,"Prodfra perenne"
"3992","2894511000","2894511000",0,"Prodfra perenne"
"3993","2894513000","2894513000",0,"Prodfra perenne"
"3994","2894515000","2894515000",0,"Prodfra perenne"
"3995","2894517000","2894517000",0,"Prodfra perenne"
"3996","2894521000","2894521000",0,"Prodfra perenne"
"3997","2894522000","2894522000",0,"Prodfra perenne"
"3998","2894523000","2894523000",0,"Prodfra perenne"
"3999","2894525000","2894525000",0,"Prodfra perenne"
"4000","2894527000","2894527000",0,"Prodfra perenne"
"4001","2894528000","2894528000",0,"Prodfra perenne"
"4002","28946000H0","28946000H0",0,"Prodfra perenne"
"4003","2895111300","2895111300",0,"Prodfra perenne"
"4004","2895111500","2895111500",0,"Prodfra perenne"
"4005","2895111700","2895111700",0,"Prodfra perenne"
"4006","2895113300","2895113300",0,"Prodfra perenne"
"4007","2895113500","2895113500",0,"Prodfra perenne"
"4008","2895113700","2895113700",0,"Prodfra perenne"
"4009","2895114000","2895114000",0,"Prodfra perenne"
"4010","2895115000","2895115000",0,"Prodfra perenne"
"4011","2895116000","2895116000",0,"Prodfra perenne"
"4012","2895117000","2895117000",0,"Prodfra perenne"
"4013","2895119000","2895119000",0,"Prodfra perenne"
"4014","2895123000","2895123000",0,"Prodfra perenne"
"4015","2895125000","2895125000",0,"Prodfra perenne"
"4016","2895127000","2895127000",0,"Prodfra perenne"
"4017","2896101010","2896101000",4,"Regroupement de X prodfra N-1 sur un nouveau prodfra N"
"4018","2896101020","2896101000",4,"Regroupement de X prodfra N-1 sur un nouveau prodfra N"
"4019","2896103010","2896103000",4,"Regroupement de X prodfra N-1 sur un nouveau prodfra N"
"4020","2896103020","2896103000",4,"Regroupement de X prodfra N-1 sur un nouveau prodfra N"
"4021","2896104000","2896104000",0,"Prodfra perenne"
"4022","2896105000","2896105000",0,"Prodfra perenne"
"4023","2896106000","2896106000",0,"Prodfra perenne"
"4024","2896107310","2896107300",4,"Regroupement de X prodfra N-1 sur un nouveau prodfra N"
"4025","2896107320","2896107300",4,"Regroupement de X prodfra N-1 sur un nouveau prodfra N"
"4026","2896107510","2896107500",4,"Regroupement de X prodfra N-1 sur un nouveau prodfra N"
"4027","2896107520","2896107500",4,"Regroupement de X prodfra N-1 sur un nouveau prodfra N"
"4028","2896108210","2896108200",4,"Regroupement de X prodfra N-1 sur un nouveau prodfra N"
"4029","2896108220","2896108200",4,"Regroupement de X prodfra N-1 sur un nouveau prodfra N"
"4030","2896108410","2896108400",4,"Regroupement de X prodfra N-1 sur un nouveau prodfra N"
"4031","2896108420","2896108400",4,"Regroupement de X prodfra N-1 sur un nouveau prodfra N"
"4032","2896109110","2896109100",4,"Regroupement de X prodfra N-1 sur un nouveau prodfra N"
"4033","2896109120","2896109100",4,"Regroupement de X prodfra N-1 sur un nouveau prodfra N"
"4034","2896109310","2896109300",4,"Regroupement de X prodfra N-1 sur un nouveau prodfra N"
"4035","2896109320","2896109300",4,"Regroupement de X prodfra N-1 sur un nouveau prodfra N"
"4036","2896109510","2896109500",4,"Regroupement de X prodfra N-1 sur un nouveau prodfra N"
"4037","2896109520","2896109500",4,"Regroupement de X prodfra N-1 sur un nouveau prodfra N"
"4038","2896109710","2896109700",4,"Regroupement de X prodfra N-1 sur un nouveau prodfra N"
"4039","2896109720","2896109700",4,"Regroupement de X prodfra N-1 sur un nouveau prodfra N"
"4040","2896200010","2896200000",4,"Regroupement de X prodfra N-1 sur un nouveau prodfra N"
"4041","2896200020","2896200000",4,"Regroupement de X prodfra N-1 sur un nouveau prodfra N"
"4042","28963000H0","28963000H0",0,"Prodfra perenne"
"4043","289911100A","289911100A",0,"Prodfra perenne"
"4044","289911300A","289911300A",0,"Prodfra perenne"
"4045","289911500A","289911500A",0,"Prodfra perenne"
"4046","289911700A","289911700A",0,"Prodfra perenne"
"4047","289911900A","289911900A",0,"Prodfra perenne"
"4048","289912000A","289912000A",0,"Prodfra perenne"
"4049","289913300A","289913300A",0,"Prodfra perenne"
"4050","289913900A","289913900A",0,"Prodfra perenne"
"4051","289914100A","289914100A",0,"Prodfra perenne"
"4052","289914300A","289914300A",0,"Prodfra perenne"
"4053","289914500A","289914500A",0,"Prodfra perenne"
"4054","289914900A","289914900A",0,"Prodfra perenne"
"4055","289920200B","289920200B",0,"Prodfra perenne"
"4056","289920400B","289920400B",0,"Prodfra perenne"
"4057","289920600B","289920600B",0,"Prodfra perenne"
"4058","289931300B","289931300B",0,"Prodfra perenne"
"4059","289931500B","289931500B",0,"Prodfra perenne"
"4060","289932000B","289932000B",0,"Prodfra perenne"
"4061","289939050B","289939050B",0,"Prodfra perenne"
"4062","289939100B","289939100B",0,"Prodfra perenne"
"4063","289939150B","289939150B",0,"Prodfra perenne"
"4064","289939200B","289939200B",0,"Prodfra perenne"
"4065","289939250B","289939250B",0,"Prodfra perenne"
"4066","289939300B","289939300B",0,"Prodfra perenne"
"4067","289939351B","289939351B",0,"Prodfra perenne"
"4068","289939352B","289939352B",0,"Prodfra perenne"
"4069","289939353B","289939353B",0,"Prodfra perenne"
"4070","289939354B","289939354B",0,"Prodfra perenne"
"4071","289939355B","289939355B",0,"Prodfra perenne"
"4072","289939356B","289939356B",0,"Prodfra perenne"
"4073","289939357B","289939357B",0,"Prodfra perenne"
"4074","289939358B","289939358B",0,"Prodfra perenne"
"4075","289939359B","289939359B",0,"Prodfra perenne"
"4076","289939400B","289939400B",0,"Prodfra perenne"
"4077","289939451B","289939451B",0,"Prodfra perenne"
"4078","289939452B","289939452B",0,"Prodfra perenne"
"4079","289939453B","289939453B",0,"Prodfra perenne"
"4080","289939454B","289939454B",0,"Prodfra perenne"
"4081","289939455B","289939455B",0,"Prodfra perenne"
"4082","289939500B","289939500B",0,"Prodfra perenne"
"4083","289939530B","289939530B",0,"Prodfra perenne"
"4084","289939551B","289939551B",0,"Prodfra perenne"
"4085","289939552B","289939552B",0,"Prodfra perenne"
"4086","289939553B","289939553B",0,"Prodfra perenne"
"4087","289939554B","289939554B",0,"Prodfra perenne"
"4088","289939555B","289939555B",0,"Prodfra perenne"
"4089","289939556B","289939556B",0,"Prodfra perenne"
"4090","289939600B","289939600B",0,"Prodfra perenne"
"4091","289939650B","289939650B",0,"Prodfra perenne"
"4092","28993965HB","28993965HB",0,"Prodfra perenne"
"4093","289939701B","289939701B",0,"Prodfra perenne"
"4094","289939702B","289939702B",0,"Prodfra perenne"
"4095","289939750B","289939750B",0,"Prodfra perenne"
"4096","289940000A","289940000A",0,"Prodfra perenne"
"4097","289951000B","289951000B",0,"Prodfra perenne"
"4098","289952300B","289952300B",0,"Prodfra perenne"
"4099","289952801B","289952801B",0,"Prodfra perenne"
"4100","289952802B","289952802B",0,"Prodfra perenne"
"4101","2910110010","2910110010",0,"Prodfra perenne"
"4102","2910110020","2910110020",0,"Prodfra perenne"
"4103","2910120010","2910120010",0,"Prodfra perenne"
"4104","2910120020","2910120020",0,"Prodfra perenne"
"4105","2910130010","2910130010",0,"Prodfra perenne"
"4106","2910130020","2910130020",0,"Prodfra perenne"
"4107","2910210000","2910210010",3,"Eclatement de prodfra N-1 en X sur un nouveau prodfra N"
"4108","2910210000","2910210020",3,"Eclatement de prodfra N-1 en X sur un nouveau prodfra N"
"4109","2910223010","2910223010",0,"Prodfra perenne"
"4110","2910223020","2910223020",0,"Prodfra perenne"
"4111","2910225000","2910225000",0,"Prodfra perenne"
"4112","2910231000","2910231010",3,"Eclatement de prodfra N-1 en X sur un nouveau prodfra N"
"4113","2910231000","2910231020",3,"Eclatement de prodfra N-1 en X sur un nouveau prodfra N"
"4114","2910233000","2910233000",0,"Prodfra perenne"
"4115","2910234000","2910234000",0,"Prodfra perenne"
"4116","2910235300","2910235300",0,"Prodfra perenne"
"4117","2910235500","2910235500",0,"Prodfra perenne"
"4118","2910240000","2910240010",3,"Eclatement de prodfra N-1 en X sur un nouveau prodfra N"
"4119","2910240000","2910240020",3,"Eclatement de prodfra N-1 en X sur un nouveau prodfra N"
"4120","2910300000","2910300000",0,"Prodfra perenne"
"4121","2910411000","2910411000",0,"Prodfra perenne"
"4122","2910413000","2910413000",0,"Prodfra perenne"
"4123","2910414000","2910414000",0,"Prodfra perenne"
"4124","2910420000","2910420000",0,"Prodfra perenne"
"4125","2910430000","2910430000",0,"Prodfra perenne"
"4126","2910440000","2910440000",0,"Prodfra perenne"
"4127","2910510000","2910510000",0,"Prodfra perenne"
"4128","2910520000","2910520000",0,"Prodfra perenne"
"4129","2910593000","2910593000",0,"Prodfra perenne"
"4130","2910595000","2910595000",0,"Prodfra perenne"
"4131","2910599000","2910599000",0,"Prodfra perenne"
"4132","2920103000","2920103000",0,"Prodfra perenne"
"4133","2920105000","2920105000",0,"Prodfra perenne"
"4134","2920210000","2920210000",0,"Prodfra perenne"
"4135","2920221000","2920221000",0,"Prodfra perenne"
"4136","2920223000","2920223000",0,"Prodfra perenne"
"4137","2920225000","2920225000",0,"Prodfra perenne"
"4138","2920230010","2920230010",0,"Prodfra perenne"
"4139","2920230020","2920230020",0,"Prodfra perenne"
"4140","2920230030","2920230030",0,"Prodfra perenne"
"4141","2920303000","2920303000",0,"Prodfra perenne"
"4142","2920305000","2920305000",0,"Prodfra perenne"
"4143","2920307000","2920307000",0,"Prodfra perenne"
"4144","2920309000","2920309000",0,"Prodfra perenne"
"4145","29204010H0","29204010H0",0,"Prodfra perenne"
"4146","29204020H0","29204020H0",0,"Prodfra perenne"
"4147","29205000H0","29205000H0",0,"Prodfra perenne"
"4148","2931100000","2931100000",0,"Prodfra perenne"
"4149","2931213010","2931213010",0,"Prodfra perenne"
"4150","2931213020","2931213020",0,"Prodfra perenne"
"4151","2931215010","2931215010",0,"Prodfra perenne"
"4152","2931215020","2931215020",0,"Prodfra perenne"
"4153","2931217010","2931217010",0,"Prodfra perenne"
"4154","2931217020","2931217020",0,"Prodfra perenne"
"4155","2931223010","2931223010",0,"Prodfra perenne"
"4156","2931223020","2931223020",0,"Prodfra perenne"
"4157","2931225010","2931225010",0,"Prodfra perenne"
"4158","2931225020","2931225020",0,"Prodfra perenne"
"4159","2931227010","2931227010",0,"Prodfra perenne"
"4160","2931227020","2931227020",0,"Prodfra perenne"
"4161","2931227030","2931227030",0,"Prodfra perenne"
"4162","2931231000","2931231000",0,"Prodfra perenne"
"4163","2931233000","2931233000",0,"Prodfra perenne"
"4164","2931235000","2931235000",0,"Prodfra perenne"
"4165","2931237010","2931237010",0,"Prodfra perenne"
"4166","2931237020","2931237020",0,"Prodfra perenne"
"4167","2931303000","2931303000",0,"Prodfra perenne"
"4168","2931308010","2931308010",0,"Prodfra perenne"
"4169","2931308020","2931308020",0,"Prodfra perenne"
"4170","2932100010","2932100010",0,"Prodfra perenne"
"4171","2932100020","2932100020",0,"Prodfra perenne"
"4172","2932203000","2932203000",0,"Prodfra perenne"
"4173","2932205000","2932205000",0,"Prodfra perenne"
"4174","2932209010","2932209010",0,"Prodfra perenne"
"4175","2932209020","2932209020",0,"Prodfra perenne"
"4176","2932301000","2932301000",0,"Prodfra perenne"
"4177","2932302010","2932302010",0,"Prodfra perenne"
"4178","2932302020","2932302020",0,"Prodfra perenne"
"4179","2932303300","2932303300",0,"Prodfra perenne"
"4180","2932303610","2932303610",0,"Prodfra perenne"
"4181","2932303620","2932303620",0,"Prodfra perenne"
"4182","2932304000","2932304000",0,"Prodfra perenne"
"4183","2932305000","2932305000",0,"Prodfra perenne"
"4184","2932306100","2932306100",0,"Prodfra perenne"
"4185","2932306310","2932306310",0,"Prodfra perenne"
"4186","2932306320","2932306320",0,"Prodfra perenne"
"4187","2932306330","2932306330",0,"Prodfra perenne"
"4188","2932306500","2932306500",0,"Prodfra perenne"
"4189","2932306710","2932306710",0,"Prodfra perenne"
"4190","2932306720","2932306720",0,"Prodfra perenne"
"4191","2932309010","2932309010",0,"Prodfra perenne"
"4192","2932309011","2932309011",0,"Prodfra perenne"
"4193","2932309012","2932309012",0,"Prodfra perenne"
"4194","2932309013","2932309013",0,"Prodfra perenne"
"4195","2932309014","2932309014",0,"Prodfra perenne"
"4196","2932309015","2932309015",0,"Prodfra perenne"
"4197","2932309016","2932309016",0,"Prodfra perenne"
"4198","2932309017","2932309017",0,"Prodfra perenne"
"4199","2932309018","2932309018",0,"Prodfra perenne"
"4200","2932309019","2932309019",0,"Prodfra perenne"
"4201","2932309020","2932309020",0,"Prodfra perenne"
"4202","2932309021","2932309021",0,"Prodfra perenne"
"4203","2932309022","2932309022",0,"Prodfra perenne"
"4204","28302110S0","2932309023",4,"Regroupement de X prodfra N-1 sur un nouveau prodfra N"
"4205","28302130S0","2932309023",4,"Regroupement de X prodfra N-1 sur un nouveau prodfra N"
"4206","30111010H0","30111010H0",0,"Prodfra perenne"
"4207","30111020H0","30111020H0",0,"Prodfra perenne"
"4208","3011213000","3011213000",0,"Prodfra perenne"
"4209","3011215000","3011215000",0,"Prodfra perenne"
"4210","3011221000","3011221000",0,"Prodfra perenne"
"4211","3011223000","3011223000",0,"Prodfra perenne"
"4212","3011225000","3011225000",0,"Prodfra perenne"
"4213","3011227000","3011227000",0,"Prodfra perenne"
"4214","3011230000","3011230000",0,"Prodfra perenne"
"4215","3011241000","3011241000",0,"Prodfra perenne"
"4216","3011243000","3011243000",0,"Prodfra perenne"
"4217","3011245000","3011245000",0,"Prodfra perenne"
"4218","3011247000","3011247000",0,"Prodfra perenne"
"4219","3011249000","3011249000",0,"Prodfra perenne"
"4220","3011313000","3011313000",0,"Prodfra perenne"
"4221","3011315000","3011315000",0,"Prodfra perenne"
"4222","3011320000","3011320000",0,"Prodfra perenne"
"4223","3011333000","3011333000",0,"Prodfra perenne"
"4224","3011335000","3011335000",0,"Prodfra perenne"
"4225","3011403000","3011403000",0,"Prodfra perenne"
"4226","3011405000","3011405000",0,"Prodfra perenne"
"4227","3011500000","3011500000",0,"Prodfra perenne"
"4228","3011910000","3011910000",0,"Prodfra perenne"
"4229","3011920000","3011920000",0,"Prodfra perenne"
"4230","3012110010","3012110010",0,"Prodfra perenne"
"4231","3012110020","3012110020",0,"Prodfra perenne"
"4232","3012120000","3012120000",0,"Prodfra perenne"
"4233","3012193000","3012193000",0,"Prodfra perenne"
"4234","3012197010","3012197010",5,"Faux pôrenne(regroupement): prodfra N = (prodfra N-1)+(1ouX prodfra N-1)"
"4235","3012197020","3012197010",5,"Faux pôrenne(regroupement): prodfra N = (prodfra N-1)+(1ouX prodfra N-1)"
"4236","3012197030","3012197020",4,"Regroupement de X prodfra N-1 sur un nouveau prodfra N"
"4237","3012197040","3012197020",4,"Regroupement de X prodfra N-1 sur un nouveau prodfra N"
"4238","3012197050","3012197020",4,"Regroupement de X prodfra N-1 sur un nouveau prodfra N"
"4239","3020110000","3020110000",0,"Prodfra perenne"
"4240","3020120000","3020120000",0,"Prodfra perenne"
"4241","3020130000","3020130000",0,"Prodfra perenne"
"4242","3020200010","3020200010",0,"Prodfra perenne"
"4243","3020200020","3020200020",0,"Prodfra perenne"
"4244","3020310000","3020310000",0,"Prodfra perenne"
"4245","3020320010","3020320010",0,"Prodfra perenne"
"4246","3020320020","3020320020",0,"Prodfra perenne"
"4247","3020330000","3020330000",0,"Prodfra perenne"
"4248","3020403010","3020403010",0,"Prodfra perenne"
"4249","3020403020","3020403020",0,"Prodfra perenne"
"4250","3020405000","3020405000",0,"Prodfra perenne"
"4251","3020407000","3020407000",0,"Prodfra perenne"
"4252","3020910000","3020910000",0,"Prodfra perenne"
"4253","3030110000","3030110000",0,"Prodfra perenne"
"4254","30301110H0","30301110H0",0,"Prodfra perenne"
"4255","3030120000","3030120000",0,"Prodfra perenne"
"4256","30301210H0","30301210H0",0,"Prodfra perenne"
"4257","3030130000","3030130000",0,"Prodfra perenne"
"4258","30301300H0","30301300H0",0,"Prodfra perenne"
"4259","3030140000","3030140000",0,"Prodfra perenne"
"4260","30301400H0","30301400H0",0,"Prodfra perenne"
"4261","3030150000","3030150000",0,"Prodfra perenne"
"4262","30301500H0","30301500H0",0,"Prodfra perenne"
"4263","3030160000","3030160000",0,"Prodfra perenne"
"4264","30301600H0","30301600H0",0,"Prodfra perenne"
"4265","3030200010","3030200000",4,"Regroupement de X prodfra N-1 sur un nouveau prodfra N"
"4266","3030200020","3030200000",4,"Regroupement de X prodfra N-1 sur un nouveau prodfra N"
"4267","3030310000","3030310000",0,"Prodfra perenne"
"4268","30303100H0","30303100H0",0,"Prodfra perenne"
"4269","3030320000","3030320000",0,"Prodfra perenne"
"4270","30303200H0","30303200H0",0,"Prodfra perenne"
"4271","3030330000","3030330000",0,"Prodfra perenne"
"4272","30303300H0","30303300H0",0,"Prodfra perenne"
"4273","3030340000","3030340000",0,"Prodfra perenne"
"4274","30303400H0","30303400H0",0,"Prodfra perenne"
"4275","3030400010","3030400010",0,"Prodfra perenne"
"4276","3030400020","3030400020",0,"Prodfra perenne"
"4277","30304000H1","30304000H0",4,"Regroupement de X prodfra N-1 sur un nouveau prodfra N"
"4278","30304000H2","30304000H0",4,"Regroupement de X prodfra N-1 sur un nouveau prodfra N"
"4279","3030501000","3030501000",0,"Prodfra perenne"
"4280","3030503000","3030503000",0,"Prodfra perenne"
"4281","30305030H0","30305030H0",0,"Prodfra perenne"
"4282","3030505000","3030505000",0,"Prodfra perenne"
"4283","30305050H0","30305050H0",0,"Prodfra perenne"
"4284","3030509000","3030509000",0,"Prodfra perenne"
"4285","30305090H0","30305090H0",0,"Prodfra perenne"
"4286","3030603000","3030603000",0,"Prodfra perenne"
"4287","30306030H0","30306030H0",0,"Prodfra perenne"
"4288","3030605000","3030605000",0,"Prodfra perenne"
"4289","30306050H0","30306050H0",0,"Prodfra perenne"
"4290","3030607000","3030607000",0,"Prodfra perenne"
"4291","30306070H0","30306070H0",0,"Prodfra perenne"
"4292","30401000H1","30401000H0",4,"Regroupement de X prodfra N-1 sur un nouveau prodfra N"
"4293","30401000H2","30401000H0",4,"Regroupement de X prodfra N-1 sur un nouveau prodfra N"
"4294","30401000H3","30401000H0",4,"Regroupement de X prodfra N-1 sur un nouveau prodfra N"
"4295","3091110010","3091110000",4,"Regroupement de X prodfra N-1 sur un nouveau prodfra N"
